compliance_label,compliance_score,domain,error,language_detected,q_1.1_answer,q_1.1_evidence,q_1.2_answer,q_1.2_evidence,q_1.3_answer,q_1.3_evidence,q_2.1_answer,q_2.1_evidence,q_2.2_answer,q_2.2_evidence,q_2.3_answer,q_2.3_evidence,q_2.4_answer,q_2.4_evidence,q_3.2_answer,q_3.2_evidence,q_4.1_answer,q_4.1_evidence,q_4.2_answer,q_4.2_evidence,q_5.1_answer,q_5.1_evidence,q_5.2_answer,q_5.2_evidence,q_5.3_answer,q_5.3_evidence,q_5.4_answer,q_5.4_evidence,q_5.5_answer,q_5.5_evidence,q_5.6_answer,q_5.6_evidence,q_5.7_answer,q_5.7_evidence,q_5.8_answer,q_5.8_evidence,q_6.1_answer,q_6.1_evidence,q_7.1_answer,q_7.1_evidence,q_7.2_answer,q_7.2_evidence,q_7.3_answer,q_7.3_evidence,q_8.1_answer,q_8.1_evidence,q_8.2_answer,q_8.2_evidence,q_9.1_answer,q_9.1_evidence,status,summary,translation_performed
NON_COMPLIANT,0,stretchshop.nl,,Dutch,NO,The policy does not identify the data controller.,NO,Contact details of the controller are not provided.,NO,There is no mention of a Data Protection Officer.,NO,The purposes for processing personal data are not clearly stated.,NO,The legal basis for processing is not specified.,NO,There is no description of legitimate interests.,NO,There is no explanation on how to give or withdraw consent.,NO,The data retention period is not specified.,NO,Recipients of personal data are not identified.,NO,There is no mention of international data transfers.,NO,Users are not informed of their right to access personal data.,NO,There is no information on the right to rectification.,NO,The right to erasure is not mentioned.,NO,There is no information on the right to restrict processing.,NO,The right to data portability is not addressed.,NO,Users are not informed of their right to object to processing.,NO,There is no mention of the right to withdraw consent.,NO,Users are not informed of their right to lodge a complaint.,NO,There is no mention of automated decision-making.,NO,The policy does not mention the use of cookies.,NO,There is no explanation on how to manage cookies.,NO,The policy does not state whether third-party cookies are used.,PARTIAL,The language is somewhat clear but lacks detail.,YES,The policy is easily accessible on the website.,NO,There is no information on data collected from third parties.,success,"The privacy policy lacks essential information required by GDPR, resulting in a non-compliant status.",True
PARTIALLY_COMPLIANT,65,stric.nl,,Dutch,YES,The policy states that Stric is responsible for the processing of personal data.,YES,"Contact details are provided, including an email address (info@stric.nl).",NO,There is no mention of a Data Protection Officer (DPO) or their contact details.,YES,The policy clearly states that data is processed to provide and optimize services.,PARTIAL,"While it mentions data processing for service provision, it does not specify the legal basis for each purpose.",NO,There is no mention of legitimate interest as a legal basis.,NO,The policy does not explain how users can give or withdraw consent.,YES,It states that data will not be retained longer than necessary for the purposes of processing.,YES,The policy mentions that data may be shared with third parties as necessary for service execution.,NO,There is no mention of international data transfers or safeguards.,YES,Users are informed of their right to access their personal data.,YES,The policy states that users have the right to correct inaccurate data.,YES,It informs users of their right to erasure of their personal data.,NO,There is no mention of the right to restrict processing.,YES,The policy mentions the right to data portability.,YES,It informs users of their right to object to data processing.,NO,There is no explanation on how to withdraw consent.,YES,Users are informed of their right to lodge a complaint with the supervisory authority.,NO,There is no mention of automated decision-making.,YES,The policy mentions the use of cookies on the website.,NO,There is no explanation on how users can manage or disable cookies.,NO,The policy does not state whether third-party cookies are used.,YES,The language used in the policy is clear and understandable.,YES,The policy is easily accessible on the website.,NO,There is no mention of data collected from third parties.,success,"The privacy policy covers many essential aspects of GDPR compliance but lacks clarity on legal bases for processing, consent withdrawal, and third-party data sources.",True
NON_COMPLIANT,0,stricted.de,,English,NO,The policy does not identify the data controller.,NO,The policy does not provide contact details for the controller.,NO,There is no mention of a Data Protection Officer.,NO,The policy does not state the purposes for which personal data is processed.,NO,There is no specification of the legal basis for processing.,NO,The policy does not describe any legitimate interest.,NO,There is no explanation on how users can give or withdraw consent.,NO,The policy does not specify the data retention period.,NO,There is no identification of recipients of personal data.,NO,The policy does not mention international data transfers.,NO,Users are not informed of their right to access personal data.,NO,There is no mention of the right to rectification.,NO,The policy does not inform users of their right to erasure.,NO,There is no information on the right to restrict processing.,NO,Users are not informed of their right to data portability.,NO,There is no mention of the right to object to processing.,NO,The policy does not inform users of their right to withdraw consent.,NO,There is no information on the right to lodge a complaint.,NO,The policy does not mention automated decision-making.,NO,There is no mention of cookies or similar technologies.,NO,The policy does not explain cookie management.,NO,There is no mention of third-party cookies.,YES,The policy is presented in clear and intelligible language.,NO,The policy is not easily accessible.,NO,The policy does not provide information on third-party data sources.,success,"The privacy policy lacks essential information required by GDPR, resulting in a non-compliant status.",False
PARTIALLY_COMPLIANT,45,strijkersforum.nl,,Dutch,YES,"We zijn StrijkersForum ('wij', 'onze', 'ons').",NO,"The policy does not provide specific contact details such as address, email, or phone.",NO,There is no mention of a Data Protection Officer (DPO) or their contact details.,YES,We kunnen uw persoonlijke gegevens op de volgende manieren gebruiken.,PARTIAL,The policy mentions purposes but does not specify the legal basis for each processing purpose.,NO,There is no mention of legitimate interest as a legal basis.,PARTIAL,It mentions users can unsubscribe from emails but does not detail how to withdraw consent.,NO,The policy does not specify a data retention period or criteria for retention.,NO,There is no identification of recipients or categories of recipients of personal data.,NO,The policy does not mention any international data transfers.,YES,U hebt het recht op toegang tot de persoonlijke gegevens die we over u bewaren.,YES,U kunt ons vragen deze informatie in te vullen of te corrigeren.,YES,U hebt ook het recht om het wissen van uw persoonlijke gegevens aan te vragen.,NO,There is no mention of the right to restrict processing.,NO,The policy does not inform users of their right to data portability.,NO,There is no mention of the right to object to processing.,PARTIAL,It mentions unsubscribing from emails but does not clearly state the right to withdraw consent at any time.,NO,The policy does not inform users of their right to lodge a complaint with a supervisory authority.,NO,There is no mention of automated decision-making.,YES,Cookies zijn kleine tekstbestanden die door ons op uw computer zijn ingesteld.,PARTIAL,The policy mentions a cookie policy but does not explain how users can manage or disable cookies.,NO,There is no mention of whether third-party cookies are used.,YES,The policy is presented in clear and intelligible language.,YES,The policy is easily accessible from the website.,NO,The policy does not mention data collected from third parties.,success,"The privacy policy provides some information required by GDPR but lacks several key elements, particularly regarding contact details, legal bases for processing, and rights related to data processing.",True
PARTIALLY_COMPLIANT,58,stroeerdigitalmedia.de,,German,YES,The policy identifies Ströer as the data controller.,PARTIAL,"Contact details are provided, but only partially (e.g., no phone number).",NO,There is no mention of a Data Protection Officer.,YES,The policy clearly states the purposes for processing personal data.,PARTIAL,"Legal bases are mentioned, but not for each processing purpose.",NO,There is no description of legitimate interests.,NO,The policy does not explain how users can give and withdraw consent.,PARTIAL,Retention periods are mentioned but lack specific criteria.,YES,The policy identifies categories of recipients of personal data.,NO,There is no mention of international data transfers.,YES,Users are informed of their right to access personal data.,YES,The policy informs users of their right to rectification.,YES,Users are informed of their right to erasure.,YES,The policy informs users of their right to restrict processing.,NO,There is no mention of the right to data portability.,YES,Users are informed of their right to object to processing.,NO,The policy does not inform users of their right to withdraw consent.,YES,Users are informed of their right to lodge a complaint.,NO,There is no mention of automated decision-making.,YES,The policy mentions the use of cookies.,PARTIAL,It explains cookie management but lacks detailed instructions.,NO,There is no mention of third-party cookies.,YES,The policy is written in clear and intelligible language.,YES,The policy is easily accessible on the website.,NO,There is no information about data collected from third parties.,success,"The privacy policy meets several GDPR requirements but lacks completeness in areas such as DPO contact details, legal basis specification, and information on third-party data sources.",True
PARTIALLY_COMPLIANT,70,struktur.de,,German,YES,Der Verantwortliche im Sinne der Datenschutz-Grundverordnung ist die Struktur AG.,YES,"Name und Anschrift des Verantwortlichen: Struktur AG, Hauptmannsreute 44A, 70192 Stuttgart, Deutschland.",NO,Es werden keine Kontaktdaten eines Datenschutzbeauftragten angegeben.,YES,"Wir verarbeiten personenbezogene Daten unserer Nutzer grundsätzlich nur, soweit dies zur Bereitstellung einer funktionsfähigen Website erforderlich ist.",YES,"Die Rechtsgrundlage für die Verarbeitung personenbezogener Daten ist Art. 6 Abs. 1 lit. a, b, c, d, f DSGVO.",YES,In diesen Zwecken liegt auch unser berechtigtes Interesse an der Datenverarbeitung nach Art. 6 Abs. 1 lit. f DSGVO.,PARTIAL,"Die Einwilligung wird im Rahmen des Absendevorgangs eingeholt, aber es wird nicht klar erklärt, wie sie widerrufen werden kann.",YES,"Die personenbezogenen Daten werden gelöscht, sobald der Zweck der Speicherung entfällt.",NO,Es werden keine Empfänger oder Kategorien von Empfängern der personenbezogenen Daten genannt.,NO,"Es wird nicht erwähnt, ob Daten außerhalb der EU/EEA übertragen werden.",YES,"Sie können von dem Verantwortlichen eine Bestätigung darüber verlangen, ob personenbezogene Daten, die Sie betreffen, von uns verarbeitet werden.",YES,Sie haben ein Recht auf Berichtigung und/oder Vervollständigung gegenüber dem Verantwortlichen.,YES,"Sie können von dem Verantwortlichen verlangen, dass die Sie betreffenden personenbezogenen Daten unverzüglich gelöscht werden.",YES,Sie können die Einschränkung der Verarbeitung der Sie betreffenden personenbezogenen Daten verlangen.,YES,"Sie haben das Recht, die Sie betreffenden personenbezogenen Daten in einem strukturierten, gängigen und maschinenlesbaren Format zu erhalten.",YES,"Sie haben das Recht, jederzeit gegen die Verarbeitung der Sie betreffenden personenbezogenen Daten Widerspruch einzulegen.",YES,"Sie haben das Recht, Ihre datenschutzrechtliche Einwilligungserklärung jederzeit zu widerrufen.",YES,Ihnen steht das Recht auf Beschwerde bei einer Aufsichtsbehörde zu.,NO,"Es wird nicht erwähnt, ob automatisierte Entscheidungen stattfinden.",YES,Unsere Webseite verwendet Cookies.,YES,Durch eine Änderung der Einstellungen in Ihrem Internetbrowser können Sie die Übertragung von Cookies deaktivieren oder einschränken.,NO,"Es wird nicht erwähnt, ob Drittanbieter-Cookies verwendet werden.",YES,Die Datenschutzerklärung ist klar und verständlich formuliert.,YES,Die Datenschutzerklärung ist auf der Website leicht zugänglich.,NO,Es werden keine Informationen über die Erhebung von Daten aus Dritten bereitgestellt.,success,The privacy policy is mostly compliant with GDPR requirements but lacks details on third-party data sharing and the Data Protection Officer's contact information.,True
PARTIALLY_COMPLIANT,75,stubhub.ie,,English,YES,StubHub International is identified as the data controller.,YES,"Contact details for StubHub International are provided, including address and email.",NO,There is no mention of a Data Protection Officer (DPO) or their contact details.,YES,The policy states that personal data is processed for purposes such as managing ticket sales and fraud detection.,PARTIAL,The policy mentions consent and contractual obligations but does not specify legal bases for all processing purposes.,NO,There is no description of legitimate interests if used.,YES,The policy explains how users can withdraw consent.,YES,The policy specifies that personal data will be retained as long as necessary for the purposes stated.,YES,"The policy identifies recipients of personal data, including service providers and Payors.",YES,The policy states that data may be transferred outside the EU and describes safeguards.,YES,The policy informs users of their right to access their personal data.,YES,The policy informs users of their right to rectification.,YES,The policy informs users of their right to erasure.,YES,The policy informs users of their right to restrict processing.,YES,The policy informs users of their right to data portability.,YES,The policy informs users of their right to object to processing.,YES,The policy informs users of their right to withdraw consent at any time.,YES,The policy informs users of their right to lodge a complaint with a supervisory authority.,NO,There is no mention of automated decision-making.,YES,The policy mentions the use of cookies.,YES,The policy explains how users can manage or disable cookies.,YES,The policy states that third-party cookies are used.,YES,The policy is presented in clear and intelligible language.,YES,The policy is easily accessible on the website.,NO,There is no mention of collecting data from third parties.,success,"The privacy policy is mostly compliant with GDPR requirements, but lacks details on the DPO, legitimate interests, and third-party data sources.",False
PARTIALLY_COMPLIANT,60,stubru.be,,Dutch,YES,The policy identifies VRT MAX as the data controller.,PARTIAL,"Contact details are provided, but only an email address is mentioned.",NO,There is no mention of a Data Protection Officer.,YES,The policy clearly states the purposes for processing personal data.,PARTIAL,"The legal basis is mentioned, but not for each processing purpose.",NO,There is no description of legitimate interest.,YES,The policy explains how users can give and withdraw consent.,PARTIAL,The retention period is mentioned but lacks specific criteria.,YES,The policy identifies categories of recipients of personal data.,NO,There is no mention of international data transfers.,YES,Users are informed of their right to access their personal data.,YES,The policy informs users of their right to rectification.,YES,Users are informed of their right to erasure.,YES,The right to restrict processing is mentioned.,NO,There is no mention of the right to data portability.,YES,Users are informed of their right to object to processing.,YES,The policy states users can withdraw consent at any time.,YES,Users are informed of their right to lodge a complaint.,NO,There is no mention of automated decision-making.,YES,The policy mentions the use of cookies.,PARTIAL,It explains cookie management but lacks detailed instructions.,NO,There is no mention of third-party cookies.,YES,The language used in the policy is clear and intelligible.,YES,The policy is easily accessible on the website.,NO,There is no information about data collected from third parties.,success,"The privacy policy covers many essential aspects of GDPR compliance but lacks clarity on certain areas, such as the Data Protection Officer and international data transfers.",True
PARTIALLY_COMPLIANT,70,studentnews.pl,,Polish,YES,The data controller is identified as Grupa StudentNews.pl Sp. z o.o.,YES,Contact details include the address and email: privacy@studentnews.pl.,NO,There is no mention of a Data Protection Officer.,YES,"The policy states that data is processed for statistical, analytical, and marketing purposes.",PARTIAL,It specifies legitimate interest but does not detail consent or other legal bases for all purposes.,YES,The legitimate interest is described as ensuring security and reliability of the portals.,NO,There is no explanation on how users can give or withdraw consent.,YES,The policy states that data is stored for the period necessary to fulfill the purposes.,YES,It identifies recipients such as Geeknauts Sp. z o.o. and Google Analytics.,NO,There is no mention of data transfers outside the EU/EEA.,YES,Users are informed of their right to access their personal data.,YES,The policy informs users of their right to rectify inaccurate data.,YES,Users are informed of their right to erasure.,YES,The policy informs users of their right to restrict processing.,NO,There is no mention of the right to data portability.,YES,Users are informed of their right to object to processing.,NO,There is no mention of the right to withdraw consent at any time.,YES,The policy informs users of their right to lodge a complaint with a supervisory authority.,NO,The policy states that no profiling is used.,YES,The policy mentions the use of cookies and tracking technologies.,YES,It explains how users can manage or disable cookies through browser settings.,YES,"The policy states that third-party cookies are used, including those from social media.",YES,The policy is presented in clear and intelligible language.,YES,The policy is easily accessible on the website.,NO,There is no mention of collecting data from third parties.,success,"The privacy policy covers many essential aspects of GDPR compliance but lacks details on consent withdrawal, data portability, and the Data Protection Officer, resulting in a partially compliant status.",True
NON_COMPLIANT,10,studia-pedagogiczne.pl,,Polish,NO,The policy does not identify the data controller.,YES,Contact details are provided: kontakt@studia-pedagogiczne.pl and phone numbers.,NO,There is no mention of a Data Protection Officer.,NO,The purposes for processing personal data are not stated.,NO,The legal basis for processing is not specified.,NO,There is no mention of legitimate interest.,NO,There is no explanation on how to give or withdraw consent.,NO,The data retention period is not specified.,NO,Recipients of personal data are not identified.,NO,There is no mention of international data transfers.,NO,Users are not informed of their right to access personal data.,NO,There is no information on the right to rectification.,NO,The right to erasure is not mentioned.,NO,There is no information on the right to restrict processing.,NO,The right to data portability is not mentioned.,NO,There is no information on the right to object.,NO,The right to withdraw consent is not mentioned.,NO,There is no information on the right to lodge a complaint.,NO,There is no mention of automated decision-making.,NO,The policy does not mention the use of cookies.,NO,There is no explanation on managing cookies.,NO,The policy does not state whether third-party cookies are used.,PARTIAL,The language is somewhat clear but lacks detailed explanations.,YES,The policy is accessible through the website.,NO,There is no information on data collected from third parties.,success,"The privacy policy lacks essential information required by GDPR, including identification of the data controller, purposes of data processing, and user rights.",True
PARTIALLY_COMPLIANT,55,studielink.nl,,Dutch,YES,The policy identifies Studielink as the data controller.,PARTIAL,"Contact details are provided, but only a general email address is mentioned without a physical address.",NO,There is no mention of a Data Protection Officer or their contact details.,YES,The policy clearly states the purposes for processing personal data.,PARTIAL,The legal basis is mentioned but not specified for each processing purpose.,NO,There is no description of legitimate interests if used.,NO,The policy does not explain how users can give and withdraw consent.,PARTIAL,The retention period is mentioned but lacks specific criteria.,YES,The policy identifies categories of recipients of personal data.,NO,There is no mention of international data transfers or safeguards.,YES,Users are informed of their right to access their personal data.,YES,The policy informs users of their right to rectify inaccurate data.,YES,Users are informed of their right to erasure.,YES,The policy informs users of their right to restrict processing.,YES,Users are informed of their right to data portability.,YES,The policy informs users of their right to object to processing.,NO,There is no mention of the right to withdraw consent.,YES,Users are informed of their right to lodge a complaint with a supervisory authority.,NO,There is no mention of automated decision-making.,YES,The policy mentions the use of cookies.,PARTIAL,It explains cookie usage but lacks detailed management instructions.,NO,There is no mention of third-party cookies.,YES,The policy is written in clear and intelligible language.,YES,The policy is easily accessible on the website.,NO,There is no information about collecting data from third parties.,success,"The privacy policy covers several key aspects of GDPR compliance but lacks important details regarding the Data Protection Officer, consent withdrawal, and international data transfers.",True
PARTIALLY_COMPLIANT,85,studienstiftung.de,,German,YES,Die Studienstiftung des deutschen Volkes e.V. ist als Verantwortlicher für den Datenschutz benannt.,YES,"Die Adresse, E-Mail und Telefonnummer des Verantwortlichen sind angegeben.",YES,Der Datenschutzbeauftragte und dessen Kontaktdaten sind klar aufgeführt.,YES,"Die Zwecke der Datenverarbeitung sind klar beschrieben, z.B. zur Bereitstellung der Website.",YES,"Die rechtlichen Grundlagen für die Verarbeitung sind angegeben, z.B. Art. 6 Abs. 1 lit. a DS-GVO.",PARTIAL,"Es wird auf berechtigtes Interesse verwiesen, jedoch nicht detailliert beschrieben.",YES,"Es wird erklärt, wie Nutzer ihre Einwilligung widerrufen können.",YES,"Die Daten werden gelöscht, wenn sie für den Zweck nicht mehr erforderlich sind.",YES,"Es werden keine Daten an Dritte weitergegeben, es sei denn, es liegt eine Einwilligung vor.",YES,"Es wird erwähnt, dass Daten an Google Analytics übermittelt werden, mit entsprechenden Schutzmaßnahmen.",YES,"Die Rechte der betroffenen Person, einschließlich des Zugriffs auf Daten, sind aufgeführt.",YES,Das Recht auf Berichtigung wird klar erwähnt.,YES,Das Recht auf Löschung wird in der Datenschutzerklärung behandelt.,YES,Das Recht auf Einschränkung der Verarbeitung wird erwähnt.,YES,Das Recht auf Datenübertragbarkeit wird klar beschrieben.,YES,Das Recht auf Widerspruch gegen die Verarbeitung wird behandelt.,YES,"Das Recht, die Einwilligung jederzeit zu widerrufen, wird erklärt.",YES,"Das Recht, eine Beschwerde bei der Aufsichtsbehörde einzureichen, wird erwähnt.",NO,"Es wird nicht erwähnt, ob automatisierte Entscheidungen getroffen werden.",YES,Die Verwendung von Cookies wird in der Datenschutzerklärung erwähnt.,YES,"Es wird erklärt, wie Nutzer Cookies verwalten können.",NO,"Es wird nicht explizit erwähnt, ob Drittanbieter-Cookies verwendet werden.",YES,Die Sprache der Datenschutzerklärung ist klar und verständlich.,YES,Die Datenschutzerklärung ist leicht zugänglich auf der Website.,NO,"Es wird nicht erwähnt, ob Daten von Dritten gesammelt werden.",success,"The privacy policy is mostly compliant with GDPR requirements, but lacks clarity on third-party cookies and data from third-party sources.",True
NON_COMPLIANT,0,taenk.dk,,Danish,NO,The policy does not identify the data controller.,NO,There are no contact details provided for the controller.,NO,No Data Protection Officer contact details are mentioned.,NO,The purposes for processing personal data are not clearly stated.,NO,The legal basis for processing is not specified.,NO,There is no mention of legitimate interest.,NO,There is no explanation on how users can give or withdraw consent.,NO,The data retention period is not specified.,NO,Recipients of personal data are not identified.,NO,There is no mention of international data transfers.,NO,Users are not informed of their right to access their data.,NO,There is no information on the right to rectification.,NO,The right to erasure is not mentioned.,NO,There is no information on the right to restrict processing.,NO,The right to data portability is not addressed.,NO,Users are not informed of their right to object to processing.,NO,There is no mention of the right to withdraw consent.,NO,Users are not informed of their right to lodge a complaint.,NO,There is no mention of automated decision-making.,NO,The policy does not mention the use of cookies.,NO,There is no explanation on how to manage cookies.,NO,The policy does not state whether third-party cookies are used.,PARTIAL,The language is somewhat clear but lacks specific legal clarity.,PARTIAL,The policy is not easily accessible as it is not linked clearly.,NO,There is no information on data collected from third parties.,success,"The privacy policy lacks essential information required by GDPR, resulting in a non-compliant status.",True
PARTIALLY_COMPLIANT,65,taexeiola.gr,,Greek,YES,The policy identifies the data controller as Ιωάννης Παπαδάκης.,YES,Contact details include an email address and location in Ηράκλειο Κρήτης.,NO,There is no mention of a Data Protection Officer.,YES,The policy states that personal data is processed for order processing and communication.,PARTIAL,The policy mentions processing for order fulfillment but does not specify legal bases for all purposes.,NO,There is no mention of legitimate interest as a legal basis.,NO,The policy does not explain how users can give or withdraw consent.,NO,There is no specification of data retention periods.,YES,The policy states that personal data is not shared with third parties for other purposes.,NO,There is no mention of international data transfers.,YES,The policy informs users of their right to access their personal data.,YES,It informs users of their right to rectify inaccurate data.,YES,It informs users of their right to erasure.,YES,It informs users of their right to restrict processing.,NO,There is no mention of the right to data portability.,YES,It informs users of their right to object to processing.,NO,The policy does not inform users of their right to withdraw consent.,YES,It informs users of their right to lodge a complaint with a supervisory authority.,NO,There is no mention of automated decision-making.,YES,The policy mentions the use of cookies.,YES,It explains how users can manage cookies through their browser.,PARTIAL,The policy mentions Google AdSense but does not specify if third-party cookies are used.,YES,The policy is written in clear and intelligible language.,YES,The policy is easily accessible on the website.,NO,There is no mention of data collected from third parties.,success,"The policy covers several key aspects of GDPR compliance but lacks details on certain legal bases, data retention, and third-party data sources.",True
PARTIALLY_COMPLIANT,65,tafeldiploma.nl,,Dutch,YES,The website Tafeldiploma.nl is owned and managed by BVK Productions B.V.,YES,You can contact us by sending a message via the contact form or an email to info (@) tafeldiploma.nl.,NO,The policy does not mention a Data Protection Officer.,YES,"This policy explains which information we collect and use, and how we protect your privacy rights.",PARTIAL,The policy mentions purposes but does not specify the legal basis for each processing purpose.,NO,There is no mention of legitimate interest as a legal basis.,NO,The policy does not explain how users can give and withdraw consent.,YES,We keep your information as long as necessary for the aforementioned purposes.,YES,Tafeldiploma.nl may provide your data to third parties when required by law or for legal protection.,NO,There is no mention of international data transfers.,YES,You have the right to request access to your personal data.,YES,You have the right to request rectification of inaccurate personal data.,YES,You have the right to request deletion of certain personal data.,YES,You have the right to request restriction of your personal data.,YES,You have the right to request data portability.,YES,You have the right to object to the processing of your personal data.,NO,The policy does not inform users of their right to withdraw consent.,YES,You have the right to lodge a complaint with the supervisory authority.,NO,There is no mention of automated decision-making.,YES,"We use cookies, as mentioned in the cookie statement.",NO,The policy does not explain how users can manage or disable cookies.,NO,There is no mention of third-party cookies.,YES,The policy is presented in clear and intelligible language.,YES,The policy is easily accessible on the website.,NO,The policy does not mention data collected from third parties.,success,"The privacy policy covers several key aspects of GDPR compliance but lacks clarity on legal bases for processing, consent withdrawal, and third-party data sources.",True
PARTIALLY_COMPLIANT,70,tag24.it,,Italian,YES,Il titolare del trattamento dei dati personali è Edicusano srl.,YES,Per l’esercizio dei diritti degli interessati si potrà inoltrare richiesta come segue: sede legale in via Don Carlo Gnocchi 3 – 00166 - Roma; e-mail privacy@edicusano.it.,NO,Non viene menzionato un Responsabile della Protezione dei Dati (DPO).,YES,"Si informa, che i dati personali da Lei forniti... potranno essere trattati nell’ambito delle finalità indicate.",PARTIAL,"La finalità c) ha come base legale l’adempimento di un obbligo legale ai sensi dell’art. 6 lett. c) del GDPR, ma non tutte le basi legali sono specificate.",NO,Non viene menzionato alcun interesse legittimo come base per il trattamento.,PARTIAL,"Viene richiesto un preventivo consenso al trattamento, ma non è chiaro come revocarlo.",PARTIAL,"I suoi dati personali verranno conservati solo per lo stretto indispensabile al fine di fornirle un’adeguata risposta, ma non è specificato un periodo preciso.",YES,I suoi dati personali potranno essere comunicati solo a responsabile e personale autorizzato.,NO,Non viene menzionato alcun trasferimento internazionale dei dati.,YES,"A lei in qualità di interessato sono riconosciuti degli specifici diritti, quali: la conferma dell’esistenza o meno di dati personali.",YES,"Il diritto di ottenere l’aggiornamento, la rettificazione ovvero, quando vi abbia interesse, l’integrazione dei dati.",YES,La cancellazione degli stessi è menzionata.,YES,"L’interessato ha diritto di opporsi, in tutto o in parte per motivi legittimi al trattamento dei dati personali.",YES,Il diritto alla portabilità esclusivamente per i dati personali da lei forniti.,YES,"L’interessato ha diritto di opporsi, in tutto o in parte per motivi legittimi al trattamento dei dati personali.",YES,Si informa infine che nei limiti nei quali sarà ritenuto applicabile... potrà esercitare un diritto di revoca del consenso.,YES,Potrà proporre azioni a tutela dei vostri diritti innanzi al Garante per la protezione dei dati personali.,NO,Non viene menzionata alcuna decisione automatizzata.,YES,Si precisa che attraverso i c.d. cookies di sessione... non viene acquisito nessun dato personale.,PARTIAL,Non è chiaro come gli utenti possano gestire o disabilitare i cookie.,YES,Si rende necessario unicamente per consentire l’esplorazione sicura ed e iciente del sito.,YES,La policy è presentata in un linguaggio chiaro e comprensibile.,YES,La policy è facilmente accessibile sul sito.,NO,Non viene menzionata la raccolta di dati da terze parti.,success,"The privacy policy covers many essential aspects of GDPR compliance but lacks clarity on certain areas such as the DPO contact, legal bases for processing, and cookie management.",True
PARTIALLY_COMPLIANT,90,tagblatt.de,,German,YES,Verantwortliche für die Erhebung und Verarbeitung von personenbezogenen Daten ist die: NPG Digital GmbH,YES,NPG Digital GmbH Olgastraße 121 89073 Ulm Deutschland T: 0731 156 - 0,YES,Unseren Datenschutzbeauftragten erreichen Sie unter: Datenschutz@swp.de,YES,"Die Verarbeitung Ihrer Daten zu oben genannten Zwecken erfolgt teilweise auf der Grundlage des berechtigten Interesses, teilweise benötigen wir jedoch auch Ihre Zustimmung.",YES,Die Rechtsgrundlage für die Verarbeitung dieser Daten ist Art. 6 Abs. 1 lit. b DSGVO.,YES,"Unser berechtigtes Interesse besteht darin, die Nutzung unserer Website zu analysieren.",YES,Sie können Ihre Einwilligung jederzeit widerrufen.,YES,"Ihre Daten werden gelöscht, sobald sie für die Erreichung des Zweckes ihrer Erhebung nicht mehr erforderlich sind.",YES,Wir übermitteln Ihre personenbezogenen Daten an den Anbieter der Anzeige.,YES,"Wir lassen eine Verarbeitung Ihrer Daten in einem Drittland nur zu, wenn die besonderen Voraussetzungen der Art. 44 ff. DSGVO erfüllt sind.",YES,Folgende Rechte stehen Ihnen in Bezug Ihre verarbeiteten personenbezogenen Daten zu: - Recht auf Auskunft seitens des Verantwortlichen über die betreffenden personenbezogenen Daten.,YES,Recht auf Berichtigung oder Löschung oder Einschränkung der Verarbeitung.,YES,Recht auf Löschung ('Recht auf Vergessenwerden').,YES,Recht auf Einschränkung der Verarbeitung.,YES,Recht auf Datenübertragbarkeit.,YES,Recht auf Widerspruch gegen die Verarbeitung.,YES,Ihre Einwilligung können Sie uns gegenüber – insbesondere unter den oben genannten Kontaktdaten – für die Zukunft jederzeit widerrufen.,YES,"Sie haben das Recht, jederzeit ... eine Beschwerde bei einer Aufsichtsbehörde einzulegen.",NO,"Es wird nicht erwähnt, ob automatisierte Entscheidungen stattfinden.",YES,Unsere Internetseite nutzt Cookies.,YES,Sie haben über die Sicherheitseinstellungen Ihres Browsers ... zu widersprechen.,YES,Wir informieren Sie hierzu gesondert in den nachfolgenden Abschnitten unserer Datenschutzerklärung.,YES,Die Datenschutzerklärung ist klar und verständlich formuliert.,YES,Die Datenschutzerklärung ist leicht zugänglich.,NO,Es werden keine Daten von Dritten erwähnt.,success,"The privacy policy is mostly compliant with GDPR requirements, but lacks details on automated decision-making and third-party data sources.",True
NON_COMPLIANT,30,tagesgist.de,,English,NO,The policy does not identify the data controller.,NO,The policy does not provide contact details of the controller.,NO,There is no mention of a Data Protection Officer.,YES,The policy states that information may be used to improve functionality and respond to inquiries.,PARTIAL,The policy mentions purposes but does not specify the legal basis for processing.,NO,There is no mention of legitimate interest.,NO,The policy does not explain how users can give or withdraw consent.,NO,The policy does not specify a data retention period.,PARTIAL,The policy mentions third-party tools but does not identify specific recipients.,NO,There is no mention of international data transfers.,NO,The policy does not inform users of their right to access personal data.,NO,The policy does not inform users of their right to rectification.,NO,The policy does not inform users of their right to erasure.,NO,The policy does not inform users of their right to restrict processing.,NO,The policy does not inform users of their right to data portability.,NO,The policy does not inform users of their right to object to processing.,NO,The policy does not inform users of their right to withdraw consent.,NO,The policy does not inform users of their right to lodge a complaint.,NO,The policy does not mention automated decision-making.,YES,The policy mentions the use of cookies for personalization and traffic analysis.,YES,The policy explains that users can disable cookies in their browser settings.,NO,The policy does not state whether third-party cookies are used.,YES,The policy is presented in clear and intelligible language.,YES,The policy is easily accessible on the website.,NO,The policy does not provide information about data collected from third parties.,success,"The privacy policy lacks essential elements required by GDPR, including identification of the data controller, contact details, rights of users, and legal bases for processing, resulting in a low compliance score.",False
