domain,status,source,url,failure_reason
anct.gouv.fr,not_found,,,no_privacy_links
michaelsbund.de,not_found,,,no_privacy_links
glami.lv,found,homepage_link,https://www.glami.lv/info/privacy/,
gobierto.es,not_found,,,no_privacy_links
24mx.de,found,homepage_link,https://www.24mx.de/privacy-policy,
qitec.de,not_found,,,no_privacy_links
unicancer.fr,found,common_path,https://www.unicancer.fr/fr/mentions-legales-et-donnees-personnelles/,
lsmu.lt,found,common_path,https://lsmu.lt/slapuku-politika/,
wirtgensweden.se,found,homepage_link,https://www.wirtgen-group.com/en-de/legal/privacy-policy/,
priorweb.be,found,homepage_link,https://www.combell.com/nl/iubenda-compliance-manager,
unibet.dk,not_found,,,homepage_unreachable
mytuxedo.de,not_found,,,no_privacy_links
mtp-racing.de,not_found,,,homepage_unreachable
timeout.fr,found,common_path,https://www.timeout.com/privacy-notice,
minbzk.nl,found,homepage_link,https://www.rijksoverheid.nl/ministeries/ministerie-van-binnenlandse-zaken-en-koninkrijksrelaties/privacy,
wkap.nl,found,homepage_link,https://www.wkap.nl/gp/privacy-policy,
tlon.it,found,common_path,https://www.tlon.it/privacy,
transition-one.fr,not_found,,,homepage_unreachable
helpforenglish.cz,not_found,,,no_privacy_links
pepperfinance.es,found,homepage_link,https://pepperfinance.es/aviso-legal-y-condiciones-de-uso/,
tntdc.ro,not_found,,,homepage_unreachable
ncserve.de,not_found,,,homepage_unreachable
film-rezensionen.de,found,homepage_link,https://www.film-rezensionen.de/privacy/,
dnszones.be,not_found,,,homepage_unreachable
pretto.fr,found,homepage_link,https://www.pretto.fr/privacy/,
suomenkuvalehti.fi,not_found,,,no_privacy_links
sephora.se,not_found,,,homepage_unreachable
oevsv.at,not_found,,,no_privacy_links
kartago.sk,not_found,,,no_privacy_links
linux.cz,not_found,,,no_privacy_links
infol.it,not_found,,,no_privacy_links
hay.dk,found,common_path,https://www.hay.com/,
nttdns.it,not_found,,,homepage_unreachable
julia4tied.de,not_found,,,no_privacy_links
zee7ables.de,not_found,,,homepage_unreachable
klempner-brinkmann.de,not_found,,,homepage_unreachable
ndc.pl,not_found,,,no_privacy_links
aemnet.it,not_found,,,homepage_unreachable
onlinepos.dk,found,common_path,https://onlinepos.dk/privatlivspolitik/,
steinberg.de,found,common_path,https://www.steinberg.net/de/,
icecat.at,not_found,,,no_privacy_links
artemiskliniken.de,not_found,,,no_privacy_links
all-dns.de,not_found,,,no_privacy_links
itis.de,found,homepage_link,https://www.itis.de/datenschutzerklarung,
tipsenweetjes.nl,found,homepage_link,https://www.tipsenweetjes.nl/privacy-beleid/,
iapmei.pt,not_found,,,no_privacy_links
kaiserslautern.de,not_found,,,no_privacy_links
winoramacasino.be,not_found,,,no_privacy_links
sinus.cz,not_found,,,homepage_unreachable
light-speed.de,found,homepage_link,https://light-speed.de/legal.php,
dnsm.de,not_found,,,homepage_unreachable
unimotors.ro,found,common_path,https://www.unimotors.ro/Pagina-nu-a-fost-gasita-eroare-404_h_55.html,
kostenlos.de,not_found,,,no_privacy_links
rechtsanwalt-schwenke.de,found,common_path,https://drschwenke.de/privacy-shield-wie-es-jetzt-weitergeht-rechtsbelehrung-folge-79/,
itsolutions.it,found,homepage_link,https://www.its.it/privacy.asp,
artbid.pt,found,homepage_link,https://artbid.pt/en/privacy,
austrocontrol.at,found,common_path,https://www.austrocontrol.at,
lampdirect.nl,found,homepage_link,https://www.lampdirect.nl/privacy-policy/,
quitter.se,not_found,,,homepage_unreachable
messcube.it,not_found,,,homepage_unreachable
radioberg.de,not_found,,,no_privacy_links
comptoirdutuning.fr,found,homepage_link,https://www.comptoirdutuning.fr/legal.php,
adaf.gr,not_found,,,no_privacy_links
factba.se,found,homepage_link,https://rollcall.com/section/policy/,
dumont.de,found,common_path,https://dumont.de/datenschutz/,
loreal-paris.fr,not_found,,,homepage_unreachable
rga.de,not_found,,,homepage_unreachable
a-meubel.nl,found,common_path,https://www.a-meubel.nl/product-niet-gevonden,
maniz.ro,not_found,,,no_privacy_links
radioleverkusen.de,not_found,,,no_privacy_links
bmw.pt,not_found,,,homepage_unreachable
autonavigator.hu,found,common_path,https://www.autonavigator.hu/cikkek/legalabb-4-kijelzo-kerul-a-jeep-otmeteres-villany-suv-jaba/,
bandenconcurrent.nl,not_found,,,homepage_unreachable
presseagence.fr,not_found,,,no_privacy_links
thinkpad-forum.de,found,homepage_link,https://thinkpad-forum.de/help/privacy-policy/,
moebelix.cz,not_found,,,homepage_unreachable
hoermann.de,found,common_path,https://www.hoermann.de/privacy-policy/,
jatekok.hu,not_found,,,no_privacy_links
debaser.it,found,homepage_link,https://www.debaser.it/help/privacy.aspx,
jegymester.hu,found,common_path,https://jegymester.hu/privacy,
opinionsystem.fr,found,common_path,https://opinionsystem.fr/fr-fr/legal/privacy,
ahub.co.at,not_found,,,no_privacy_links
reifen.de,not_found,,,homepage_unreachable
chihaya.de,not_found,,,no_privacy_links
martat.fi,not_found,,,no_privacy_links
finistere.fr,not_found,,,no_privacy_links
rodina.cz,not_found,,,no_privacy_links
razor-returns.de,found,homepage_link,https://razor-returns.de/privacy-policy,
norrteljetidning.se,not_found,,,no_privacy_links
nok-online.de,found,common_path,https://blatten.com,
2ix.de,not_found,,,homepage_unreachable
bicplatform.de,not_found,,,homepage_unreachable
studielink.nl,found,common_path,https://www.studielink.nl,
telenorba.it,found,common_path,https://telenorba.it/2024/02/27/legalita-cultura-e-sostenibilita-i-punti-per-il-rilancio-di-foggia/,
cortedicassazione.it,found,homepage_link,https://www.cortedicassazione.it/it/privacy_policy.page,
timewarp.at,found,common_path,https://timewarp.at/impressum-datenschutz/,
greatnet-hosting.de,not_found,,,homepage_unreachable
blogspot.com.mt,not_found,,,homepage_unreachable
bulgartel.bg,not_found,,,homepage_unreachable
meetfive.de,not_found,,,no_privacy_links
pearl.fr,not_found,,,no_privacy_links
vandenbroele.be,found,homepage_link,https://www.vandenbroele.be/nl-be/privacy,
stenaline.se,found,common_path,https://www.stenaline.se/juridisk-information,
nyheder24.dk,not_found,,,no_privacy_links
koping.se,not_found,,,no_privacy_links
famillechretienne.fr,not_found,,,no_privacy_links
ncsrv.de,not_found,,,no_privacy_links
aw-cp.de,not_found,,,homepage_unreachable
18tickets.it,found,homepage_link,https://www.18tickets.it/privacy.html,
dakks.de,not_found,,,no_privacy_links
pratique.fr,not_found,,,no_privacy_links
cassaforense.it,not_found,,,no_privacy_links
juliasmusik.de,not_found,,,homepage_unreachable
ljusnet.se,not_found,,,no_privacy_links
ucoz.lv,found,homepage_link,https://www.ucoz.com/privacy/,
directindustry.de,not_found,,,homepage_unreachable
isbn.de,not_found,,,homepage_unreachable
wurth.pt,not_found,,,homepage_unreachable
sipbase.de,found,common_path,https://www.reventix.de/,
ultramarine.cz,found,common_path,http://www.ultramarine.cz/privacy,
hostinger.de,found,homepage_link,https://www.hostinger.com/de/legal/non-public-registrant-data-request-policy,
ftzplus.dk,not_found,,,no_privacy_links
zwijsen.nl,found,homepage_link,https://www.zwijsen.nl/privacy-statement/,
mascus.es,not_found,,,no_privacy_links
qjob.hu,found,homepage_link,https://qjob.hu/info/privacy,
shopee.es,found,common_path,https://shopee.com,
gra.pl,not_found,,,homepage_unreachable
vluchtelingenwerk.nl,found,homepage_link,https://www.vluchtelingenwerk.nl/over-ons/privacy-cookies,
vendora.cy,found,homepage_link,https://support.vendora.cy/knowledge-base/privacy-notice/,
relbib.de,found,homepage_link,https://relbib.de/Content/privacy,
l-bank.de,found,common_path,https://www.l-bank.de/privacy,
coresnet.bg,not_found,,,no_privacy_links
fischer-wolle.de,not_found,,,homepage_unreachable
fdb.pl,found,common_path,https://fdb.pl,
natuurlijkgezond.be,found,homepage_link,https://www.natuurlijkgezond.be/privacy-policy/,
lems.es,found,homepage_link,https://lems.es/aviso-legal/,
cinetecadibologna.it,found,homepage_link,https://cinetecadibologna.it/privacy-policy-2/,
coruna.es,found,homepage_link,https://www.coruna.gal/web/gl/aviso-legal,
holzhandel-deutschland.de,not_found,,,no_privacy_links
isorg.fr,not_found,,,homepage_unreachable
fcutrecht.nl,not_found,,,no_privacy_links
connesi.it,not_found,,,privacy_links_empty
allformusic.fr,found,homepage_link,https://www.allformusic.fr/legal/cgu,
ytj.fi,not_found,,,no_privacy_links
staatsanzeiger.de,not_found,,,no_privacy_links
opentable.nl,not_found,,,homepage_unreachable
irif.fr,found,common_path,https://www.irif.fr/privacy,
alfahosting-vps.de,not_found,,,no_privacy_links
pixelbar.be,not_found,,,no_privacy_links
zuriel.cz,not_found,,,homepage_unreachable
maybelline.de,found,common_path,https://www.maybelline.de/privacy,
centrumrodziceidzieci.pl,not_found,,,no_privacy_links
kfunigraz.ac.at,not_found,,,homepage_unreachable
oba.nl,found,homepage_link,https://oba.nl/nl/privacy-statement,
circuit-de-la-sure.fr,not_found,,,homepage_unreachable
wirtgenswedenab.se,found,homepage_link,https://www.wirtgen-group.com/en-de/legal/privacy-policy/,
anisearch.es,found,homepage_link,https://www.anisearch.es/faq/privacy,
investmap.pl,not_found,,,no_privacy_links
fmn.dk,not_found,,,no_privacy_links
lb.lv,found,common_path,https://amberlb.lv/,
fmo.de,found,common_path,https://www.fmo.de/en/privacy-policy,
pwpw.pl,not_found,,,no_privacy_links
steuergo.de,not_found,,,no_privacy_links
tux.si,not_found,,,no_privacy_links
ssd-dns.pl,found,common_path,https://cyberfolks.pl,
heilpraxisnet.de,not_found,,,no_privacy_links
infonumer.pl,not_found,,,homepage_unreachable
dildoking.de,not_found,,,homepage_unreachable
meteor.ie,not_found,,,homepage_unreachable
roa.es,found,homepage_link,https://armada.defensa.gob.es/ArmadaPortal/page/Portal/ArmadaEspannola/iniciolegal/prefLang-es/,
place-hold.it,not_found,,,homepage_unreachable
igk.lv,not_found,,,homepage_unreachable
cipal.be,found,common_path,https://c-smart.be/,
verimi.de,found,common_path,https://verimi.de/datenschutzerklaerung/,
vl-media.fr,found,common_path,https://vl-media.fr/legal-de-qualifier-marine-pen-fasciste/,
ft-shop.ro,not_found,,,no_privacy_links
cinestar.cz,not_found,,,no_privacy_links
playcentral.de,not_found,,,no_privacy_links
procono.es,not_found,,,homepage_unreachable
radio.nl,found,homepage_link,https://radio.nl/cookies.php,
devuego.es,found,homepage_link,https://www.devuego.es/bd/web/aviso-legal/,
dracik.cz,not_found,,,no_privacy_links
paradisi.de,not_found,,,no_privacy_links
digital4you.gr,not_found,,,homepage_unreachable
enterser.es,found,homepage_link,https://enterser.com/aviso-legal/,
7mind.de,found,common_path,https://www.7mind.de/legal,
bbxnet.sk,found,common_path,https://rebit.sk/bbxnet-sa-meni-na-rebit.html,
openagrar.de,found,common_path,https://www.openagrar.de/pow-challenge?redirect_url=/privacy,
anonymize-me.de,not_found,,,no_privacy_links
mediclaim.be,not_found,,,homepage_unreachable
kugellager-express.de,not_found,,,homepage_unreachable
italiadomani.gov.it,not_found,,,homepage_unreachable
angebote-radar.de,found,homepage_link,https://www.angebote-radar.de/page/privacy-policy,
on-geo.de,not_found,,,homepage_unreachable
cafedelsol.de,not_found,,,no_privacy_links
alvadi.ee,not_found,,,homepage_unreachable
absolution.sk,not_found,,,no_privacy_links
ticketfritz.de,found,homepage_link,https://ticketfritz.de/Home/Privacy,
dasding.de,not_found,,,no_privacy_links
monde-diplomatique.de,not_found,,,no_privacy_links
bremer-gewuerzhandel.de,found,common_path,http://www.bremer-gewuerzhandel.de/privacy,
icecat.gr,not_found,,,no_privacy_links
ngda.de,not_found,,,no_privacy_links
frisiusmc.nl,found,common_path,https://www.frisiusmc.nl/privacyverklaring,
nfosigw.gov.pl,not_found,,,no_privacy_links
cbs.de,not_found,,,no_privacy_links
logitravel.de,not_found,,,homepage_unreachable
notaris.be,found,homepage_link,https://www.notaris.be/gegevensbeschermingsbeleid-notarisbe,
magasin.se,found,homepage_link,https://www.magasin.se/privacy-policy.html,
gavle.se,not_found,,,no_privacy_links
kamami.pl,not_found,,,no_privacy_links
ariaspa.it,not_found,,,no_privacy_links
managedomain.nl,not_found,,,no_privacy_links
waschbaer.de,not_found,,,no_privacy_links
fascicolosanitario.gov.it,found,homepage_link,https://www.fascicolosanitario.gov.it/portale/privacy-policy,
digibites.nl,found,homepage_link,https://digibites.nl/digical/privacy,
mazowieckie.pl,not_found,,,no_privacy_links
annecy.fr,found,common_path,https://www.annecy.fr/privacy,
denley.pl,not_found,,,no_privacy_links
awh.hu,found,homepage_link,https://www.awh.hu/company/privacy-policy,
festivalinfo.nl,not_found,,,no_privacy_links
123mc.dk,found,homepage_link,https://www.123mc.dk/terms.php,
agroanuncios.es,not_found,,,no_privacy_links
autokatalogen.se,not_found,,,homepage_unreachable
beliani.cz,found,common_path,https://www.beliani.cz/content/privacy-policy/,
bike24.it,not_found,,,homepage_unreachable
cliziashoes.it,found,homepage_link,https://cliziashoes.it/policies/privacy-policy,
gazetkolandia.pl,found,common_path,https://gazetkolandia.pl/,
kinekus.sk,not_found,,,homepage_unreachable
monmagasinvert.fr,not_found,,,homepage_unreachable
mroauto.cz,not_found,,,no_privacy_links
richgirlboudoir.gr,not_found,,,homepage_unreachable
skechers.be,not_found,,,no_privacy_links
uwalls.it,found,homepage_link,https://uwalls.it/privacy-policy,
witt.fr,not_found,,,no_privacy_links
yoursclothing.ie,not_found,,,homepage_unreachable
kungligaslotten.se,found,homepage_link,https://www.kungligaslotten.se/om-webbplatsen/policy-for-kakor/aktivera-funktionen-for-lyssna-readspeaker.html,
ip-adres.nl,found,common_path,https://www.ip-adres.nl/Error?aspxerrorpath=/privacy,
intendo.it,found,homepage_link,http://www.intendo.it/privacy-policy/,
golf.se,not_found,,,no_privacy_links
policlinicogemelli.it,found,homepage_link,https://www.policlinicogemelli.it/servizi-paziente/privacy-e-protezione-dei-dati-personali/,
pokerstars.de,found,homepage_link,https://www.pokerstars.de/privacy/,
meilleureslocations.fr,found,homepage_link,https://www.meilleureslocations.fr/privacy-policy,
telfort.nl,found,homepage_link,https://www.kpn.com/algemeen/missie-en-privacy-statement/strafbare-informatie-melden,
procall.de,not_found,,,homepage_unreachable
vidaxl.ie,found,homepage_link,https://www.vidaxl.ie/privacy-and-cookie-statement,
twin.at,not_found,,,no_privacy_links
desertcart.at,found,homepage_link,https://www.desertcart.at/support/privacy,
rdap.fi,not_found,,,no_privacy_links
awsdns-eusc-49.de,not_found,,,homepage_unreachable
ant-sakkoulas.gr,not_found,,,no_privacy_links
ulisses-ebooks.de,not_found,,,homepage_unreachable
adminator.cz,not_found,,,no_privacy_links
alserv.de,not_found,,,homepage_unreachable
diejugendherbergen.de,not_found,,,no_privacy_links
bankingonline.de,not_found,,,homepage_unreachable
xinon.at,found,homepage_link,https://xinon.at/privacy-policy/,
intoscana.it,found,homepage_link,https://www.intoscana.it/it/privacy/,
graz-seckau.at,found,common_path,https://www.katholische-kirche-steiermark.at,
hilti.de,not_found,,,no_privacy_links
on-web.fr,not_found,,,no_privacy_links
gamersglobal.de,not_found,,,no_privacy_links
rugbyamateur.fr,not_found,,,no_privacy_links
nianiablisko.pl,not_found,,,no_privacy_links
igloonet.cz,found,common_path,https://igloonet.cz/privacy/,
parking500.pl,not_found,,,no_privacy_links
hakim.se,not_found,,,no_privacy_links
otava.fi,found,common_path,https://otava.fi/privacy-policy/,
1000vertriebskarrieren.de,found,common_path,https://www.axa-vertriebskarriere.de/,
daenemarkangelhuette-de.de,not_found,,,homepage_unreachable
wwf.fi,found,common_path,https://wwf.fi/en/privacy-policy/,
almalaurea.it,found,homepage_link,https://www.almalaurea.it/info/condizioni/privacy,
lamayenne.fr,not_found,,,no_privacy_links
milka.de,not_found,,,no_privacy_links
academicbooks.dk,not_found,,,homepage_unreachable
brettspielwelt.de,not_found,,,no_privacy_links
covoiturage-libre.fr,not_found,,,homepage_unreachable
rehakids.de,not_found,,,homepage_unreachable
gillettevenus.de,not_found,,,no_privacy_links
douglas.cz,not_found,,,homepage_unreachable
wurth.es,not_found,,,no_privacy_links
wz-kliniken.de,not_found,,,no_privacy_links
gorcsonyiskola.hu,not_found,,,no_privacy_links
doqi.fr,not_found,,,homepage_unreachable
questvert.pl,not_found,,,homepage_unreachable
socialschools.nl,found,homepage_link,https://www.socialschools.nl/privacy-en-cookieverklaring,
seal.sk,not_found,,,no_privacy_links
lawblog.de,found,common_path,https://www.lawblog.de/archives/2015/04/28/legal-brutal/,
buchenwald.de,found,common_path,https://www.buchenwald.de,
boboli.es,found,homepage_link,https://www.boboli.es/es/content/17-aviso-legal,
supermagnete.de,not_found,,,no_privacy_links
bibliotecheinnovative.it,not_found,,,privacy_links_empty
provincieantwerpen.be,found,common_path,https://www.provincieantwerpen.be/nl/privacyverklaring,
usr.sk,not_found,,,no_privacy_links
viarezo.fr,found,common_path,https://viarezo.fr/privacy,
avisen.dk,not_found,,,no_privacy_links
culy.nl,not_found,,,no_privacy_links
presidentti.fi,not_found,,,no_privacy_links
arsmundi.de,found,common_path,https://www.arsmundi.de/en/service/privacy-policy/,
experteer.de,found,homepage_link,https://www.experteer.de/terms/terms_of_use,
tracedetrail.fr,found,homepage_link,https://tracedetrail.fr/fr/privacy,
xxlspeed.de,not_found,,,homepage_unreachable
seohost1.pl,not_found,,,no_privacy_links
debacom.pl,not_found,,,homepage_unreachable
ljubljana.si,not_found,,,no_privacy_links
itsperfect.it,found,homepage_link,https://www.itsperfect.io/privacy-policy/,
piepenbrock.de,not_found,,,no_privacy_links
bdk-bank.de,not_found,,,no_privacy_links
momax.it,found,homepage_link,https://www.momax.it/privacy-policy/,
ucarmesin.de,not_found,,,no_privacy_links
tv-media.at,not_found,,,no_privacy_links
partner-versicherung.de,not_found,,,no_privacy_links
greensender.pl,not_found,,,no_privacy_links
zodiac.nl,found,homepage_link,https://zodiac.nl/privacy-policy/,
gdch.de,not_found,,,no_privacy_links
torinofc.it,found,homepage_link,https://www.torinofc.it/privacy,
cadsoft.de,not_found,,,no_privacy_links
subdns.de,not_found,,,homepage_unreachable
toradirect.gr,not_found,,,homepage_unreachable
humanistische-kinesiologie.de,found,common_path,https://www.humanistische-kinesiologie.de/,
viamaja.dk,not_found,,,no_privacy_links
morawa.at,not_found,,,homepage_unreachable
thi.de,not_found,,,no_privacy_links
moga.pl,not_found,,,no_privacy_links
geldspielerforum.de,found,common_path,https://www.geldspielerforum.de/privacy,
cafcisl.it,found,homepage_link,https://www.cafcisl.it/it-pagine-2-privacy,
flashnet.at,not_found,,,no_privacy_links
parkos.de,not_found,,,no_privacy_links
money.hu,not_found,,,no_privacy_links
swosoft.at,not_found,,,no_privacy_links
relaxhosting.cz,not_found,,,no_privacy_links
bham.pl,not_found,,,no_privacy_links
gamesvillage.it,not_found,,,homepage_unreachable
cleritas.de,found,common_path,https://www.dbv.de/,
saniweb.nl,not_found,,,homepage_unreachable
netserwer24.pl,not_found,,,no_privacy_links
volkswohl-bund.de,not_found,,,no_privacy_links
sixnet.sk,not_found,,,no_privacy_links
detelefoongids.nl,not_found,,,homepage_unreachable
cmcc.it,not_found,,,homepage_unreachable
hallandsposten.se,not_found,,,no_privacy_links
chickenroad.net.gr,found,homepage_link,https://chickenroad.net.gr/privacy-policy,
energinet.dk,not_found,,,no_privacy_links
mnt.se,not_found,,,homepage_unreachable
relaxdays.de,found,homepage_link,https://relaxdays.de/business-terms,
ekoplaza.nl,found,common_path,https://www.ekoplaza.nl/privacy,
vivanno.de,not_found,,,no_privacy_links
adwise.bg,found,homepage_link,https://adwise.bg/privacy-policy;jsessionid=5A6D5A2BAA7C7F4BA56B7517345A9437,
katho-nrw.de,found,common_path,https://katho-nrw.de/,
sportytrader.it,not_found,,,homepage_unreachable
pro-image.de,not_found,,,no_privacy_links
aenor.es,found,common_path,https://www.aenor.com,
aktuell-verein.de,not_found,,,no_privacy_links
quickfixinterim.fr,found,homepage_link,https://quickfixinterim.fr/terms-and-conditions/,
psichogios.gr,not_found,,,homepage_unreachable
bouwmaat.nl,found,homepage_link,https://www.bouwmaat.nl/privacy,
kabelnet.hu,not_found,,,no_privacy_links
mines-albi.fr,not_found,,,no_privacy_links
glassdoor.be,not_found,,,homepage_unreachable
yuzzu.lu,found,common_path,https://www.yuzzu.be,
inovamedia.nl,not_found,,,no_privacy_links
europosters.fi,not_found,,,homepage_unreachable
ssb-ag.de,not_found,,,no_privacy_links
regione.emilia-romagna.it,found,homepage_link,https://www.regione.emilia-romagna.it/privacy,
directo.fi,not_found,,,no_privacy_links
vitero.de,found,homepage_link,https://www.vitero.com/en/legal/imprint/,
cexpr.es,not_found,,,no_privacy_links
uwzorgonline.nl,found,homepage_link,https://uwzorgonline.nl/privacy-en-cookieverklaring/,
1a.nl,found,homepage_link,https://www.webcamsex.nl/nl/privacy-policy/,
globaldns.nl,not_found,,,homepage_unreachable
uhrcenter.de,found,homepage_link,https://www.uhrcenter.de/de/conditions/privacy.htm,
eurocampings.nl,not_found,,,homepage_unreachable
irpinianetcom.it,not_found,,,no_privacy_links
questico.de,not_found,,,homepage_unreachable
primorskival.si,not_found,,,no_privacy_links
uhr.se,not_found,,,no_privacy_links
blogi.pl,found,common_path,https://www.blogi.pl/privacy,
expertoautorecambios.es,not_found,,,homepage_unreachable
net15.fr,not_found,,,no_privacy_links
todo.de,not_found,,,no_privacy_links
lr-mediconsult.de,found,common_path,https://lr-mediconsult.de/Unternehmen/legal-advice-for-accidents/,
directmap.nl,found,homepage_link,https://directmap.nl/privacy,
visittrinity.ie,found,homepage_link,https://www.visittrinity.ie/privacy-policy/,
f64.ro,not_found,,,no_privacy_links
vokipedia.de,not_found,,,no_privacy_links
bouwendnederland.nl,found,homepage_link,https://www.bouwendnederland.nl/privacy,
lnec.pt,found,homepage_link,https://www.lnec.pt/terms-and-conditions,
auslromagna.it,found,homepage_link,https://www.auslromagna.it/privacy,
onepark.fr,found,homepage_link,https://www.onepark.fr/privacy-policy,
fonus.se,not_found,,,no_privacy_links
ubuy.com.pl,not_found,,,homepage_unreachable
connect.co.at,not_found,,,no_privacy_links
zee7movies.de,not_found,,,homepage_unreachable
notino.dk,not_found,,,homepage_unreachable
bghm.de,not_found,,,no_privacy_links
vm.fi,not_found,,,homepage_unreachable
radio2.be,found,common_path,https://www.vrt.be/vrtmax/kanalen/radio2/?utm_medium=redirect&utm_source=radio2-be&utm_campaign=migratie,
scuoladriftingbologna.it,not_found,,,homepage_unreachable
atelierseptember.dk,not_found,,,homepage_unreachable
snitt.hu,not_found,,,homepage_unreachable
renault.nl,not_found,,,no_privacy_links
alfelder-zeitung.de,not_found,,,no_privacy_links
ca33pushs.de,not_found,,,homepage_unreachable
ebox.at,not_found,,,no_privacy_links
utupub.fi,not_found,,,homepage_unreachable
bs.katowice.pl,found,common_path,https://bs.katowice.pl/en/activities/research-and-scholarly-activity/ksiaznica-slaska/privacy-policy/,
lomography.de,found,homepage_link,https://www.lomography.de/about/privacy/,
thinksurance.de,not_found,,,no_privacy_links
alcool-info-service.fr,not_found,,,no_privacy_links
baby-vornamen.de,not_found,,,no_privacy_links
xn--generator-datenschutzerklrung-pqc.de,not_found,,,no_privacy_links
lastbilnyhederne.dk,not_found,,,no_privacy_links
elektroenergetika.si,not_found,,,no_privacy_links
onderzoekinformatie.nl,not_found,,,privacy_links_empty
holzprofi24.de,not_found,,,homepage_unreachable
allcamps.de,not_found,,,no_privacy_links
kontakt-vermittler.de,found,common_path,https://www.kontakt-vermittler.de/not-found,
dslweb.de,not_found,,,no_privacy_links
outleap.de,found,common_path,https://www.gtoutdoors.de,
eduvpn.nl,found,homepage_link,https://www.surf.nl/agenda/surf-security-en-privacy-conferentie,
datatalks.se,found,common_path,https://datatalks.se/privacy,
aboutyou.pt,not_found,,,homepage_unreachable
gettyimages.at,not_found,,,homepage_unreachable
onbit.pt,not_found,,,homepage_unreachable
sellpy.cz,found,common_path,https://www.sellpy.cz/privacy,
sellpy.pl,found,common_path,https://www.sellpy.pl/privacy,
mackiespizza.dk,found,common_path,https://mackiespizza.dk/,
enexis.nl,found,homepage_link,https://www.enexis.nl/privacyverklaring,
oaza.pl,not_found,,,no_privacy_links
freemap.sk,not_found,,,no_privacy_links
lfnet.se,not_found,,,homepage_unreachable
hufeland-preis.de,found,common_path,https://www.aerzteversicherung.de/unternehmen/hufeland-preis,
brabantwater.nl,found,common_path,https://www.brabantwater.nl/privacyverklaring,
viaplayradio.se,found,common_path,https://www.viaplayradio.se/,
eherkenning.nl,found,common_path,https://www.eherkenning.nl/nl/over-deze-website/privacy-en-cookies,
gelenk-klinik.de,not_found,,,no_privacy_links
ior.it,not_found,,,no_privacy_links
meinhausshop.de,not_found,,,no_privacy_links
radioplay.fi,not_found,,,no_privacy_links
infinety.hu,found,common_path,https://infinety.hu/,
aqua-dome.at,not_found,,,no_privacy_links
deubaxxl.de,not_found,,,no_privacy_links
iurium.cz,found,common_path,https://www.iurium.cz/privacy,
egencia.fr,not_found,,,homepage_unreachable
awsdns-eusc-18.nl,not_found,,,homepage_unreachable
psiade.fr,not_found,,,homepage_unreachable
eurosport.dk,not_found,,,homepage_unreachable
didier.be,not_found,,,homepage_unreachable
tuv.at,found,common_path,https://www.tuv-akademie.at/kurs/privacy-by-design-privacy-by-default,
stadtwerke-muenster.de,not_found,,,no_privacy_links
net-htp.de,found,common_path,https://www.htp.net/,
lamedicale.fr,not_found,,,no_privacy_links
irobot.es,found,homepage_link,https://www.irobot.es/es_ES/privacy-notice.html,
anderlecht-online.be,not_found,,,no_privacy_links
eibabo.fr,not_found,,,homepage_unreachable
ca7puts.de,not_found,,,homepage_unreachable
temashop.dk,not_found,,,no_privacy_links
fishersci.fr,found,homepage_link,https://www.fishersci.fr/fr/fr/footer/cancellation-and-returns-policy.html,
liki24.de,not_found,,,homepage_unreachable
ebusiness.bg,not_found,,,no_privacy_links
athenarc.gr,found,homepage_link,https://www.athenarc.gr/el/personal-data-protection-policy,
crasman.fi,not_found,,,no_privacy_links
wz-newsline.de,not_found,,,no_privacy_links
acpm.fr,not_found,,,no_privacy_links
blackfridaysales.ro,not_found,,,no_privacy_links
previder.nl,found,homepage_link,https://previder.nl/privacy-statement,
lasolution.fr,not_found,,,no_privacy_links
fahrrad24.de,not_found,,,no_privacy_links
euro-liga.de,found,common_path,https://www.axa.de,
cvrapi.dk,found,homepage_link,https://cvrapi.dk/terms,
manualypdf.cz,found,homepage_link,https://www.manualypdf.cz/privacy-policy,
impower.de,not_found,,,no_privacy_links
locales.es,not_found,,,homepage_unreachable
threembb.ie,not_found,,,no_privacy_links
slowfood.de,not_found,,,no_privacy_links
edss.ee,found,common_path,https://www.edss.ee/legal,
astrocd.pl,not_found,,,no_privacy_links
drustvogil-galad.si,not_found,,,no_privacy_links
nipne.ro,found,common_path,https://www.nipne.ro/404.php,
rotter.se,found,homepage_link,https://www.rotter.se/hem/cookie-policy,
isp.ro,not_found,,,no_privacy_links
m3.se,not_found,,,no_privacy_links
alkivi.fr,not_found,,,no_privacy_links
stierpince.hu,not_found,,,no_privacy_links
blackz.ro,not_found,,,homepage_unreachable
widilo.fr,not_found,,,no_privacy_links
ix.fi,found,common_path,https://www.domainkeskus.com/tietosuojaseloste/,
lernnetz.de,not_found,,,no_privacy_links
bglserver.de,not_found,,,no_privacy_links
modellbau-universe.de,not_found,,,no_privacy_links
mitsubishi-motors.de,not_found,,,no_privacy_links
magnalink.cz,not_found,,,no_privacy_links
victoriancichlids.de,not_found,,,no_privacy_links
lechaton.cz,found,common_path,https://www.lechaton.cz/privacy,
istore.pl,not_found,,,homepage_unreachable
optinet.hr,found,common_path,https://telemach.hr/,
audius.de,not_found,,,no_privacy_links
selly.pl,not_found,,,no_privacy_links
axakonzern.de,found,common_path,https://www.axa.de,
mailticket.it,not_found,,,homepage_unreachable
bjg.at,not_found,,,homepage_unreachable
